,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,state,property_valuation,age,bike_purchases
1773,Female,67,Financial Services,Mass Customer,No,9.0,NSW,7,57.0,5
1774,Female,29,N/A,High Net Worth,No,10.0,VIC,5,46.0,6
1775,Female,12,Manufacturing,Affluent Customer,Yes,5.0,VIC,6,60.0,7
1776,Male,82,Financial Services,Mass Customer,Yes,17.0,VIC,5,53.0,6
1777,Male,33,Manufacturing,High Net Worth,Yes,7.0,NSW,11,59.0,7
1778,Female,92,Retail,Affluent Customer,Yes,18.0,QLD,4,42.0,5
1779,Female,65,Manufacturing,Affluent Customer,No,14.0,QLD,7,32.0,3
1780,Male,82,N/A,Mass Customer,No,14.0,NSW,10,39.0,3
1781,Male,98,Manufacturing,High Net Worth,No,12.0,NSW,8,35.0,7
1782,Male,58,Health,Mass Customer,No,15.0,VIC,3,42.0,8
1783,Female,53,Manufacturing,Mass Customer,Yes,12.0,QLD,3,55.0,8
1784,Male,67,Financial Services,High Net Worth,Yes,19.0,QLD,3,53.0,5
1785,Male,84,Financial Services,High Net Worth,Yes,11.0,QLD,4,43.0,4
1786,Male,48,Financial Services,Affluent Customer,Yes,1.0,NSW,10,27.0,6
1787,Female,54,Health,Mass Customer,Yes,13.0,NSW,11,65.0,2
1788,Male,9,Manufacturing,Mass Customer,Yes,19.0,NSW,8,46.0,7
1789,Female,14,Financial Services,Affluent Customer,Yes,12.0,VIC,11,55.0,5
1790,Female,60,Entertainment,High Net Worth,Yes,5.0,QLD,8,33.0,7
1791,Male,22,Argiculture,High Net Worth,Yes,20.0,NSW,10,42.0,7
1792,Male,63,Argiculture,Affluent Customer,No,2.0,NSW,11,24.0,3
1793,Male,89,Financial Services,Mass Customer,No,8.0,NSW,8,43.0,5
1794,Male,96,N/A,Mass Customer,Yes,4.0,VIC,8,36.0,4
1795,Female,71,N/A,Mass Customer,No,12.0,VIC,4,44.0,7
1796,Male,34,Financial Services,Mass Customer,No,6.0,NSW,12,42.0,7
1797,Female,4,Manufacturing,Affluent Customer,No,7.0,VIC,10,41.0,1
1798,Female,68,Manufacturing,Mass Customer,No,6.0,NSW,1,42.0,3
1799,Male,22,Manufacturing,Mass Customer,No,9.0,NSW,3,43.0,6
1800,Male,6,Retail,Mass Customer,Yes,5.0,VIC,8,62.0,6
1801,Male,4,Manufacturing,High Net Worth,No,7.0,NSW,9,42.0,7
1802,Male,20,N/A,Mass Customer,No,13.0,NSW,9,46.0,2
1803,Female,22,Manufacturing,Affluent Customer,No,18.0,VIC,6,42.0,5
1804,Female,67,N/A,Mass Customer,Yes,17.0,VIC,6,33.0,9
1805,Female,11,N/A,High Net Worth,Yes,17.0,VIC,1,41.0,3
1806,Male,2,Entertainment,Mass Customer,Yes,18.0,VIC,7,49.0,4
1807,Female,57,Retail,Mass Customer,No,4.0,NSW,10,51.0,2
1808,Male,57,Manufacturing,Affluent Customer,Yes,5.0,VIC,10,51.0,5
1809,Female,30,Manufacturing,High Net Worth,Yes,11.0,NSW,8,63.0,8
1810,Female,81,IT,High Net Worth,Yes,12.0,NSW,7,30.0,5
1811,Female,4,Manufacturing,Mass Customer,Yes,17.0,QLD,6,43.0,6
1812,Female,26,Manufacturing,Mass Customer,Yes,8.0,NSW,7,53.0,6
1813,Female,24,Health,High Net Worth,Yes,4.0,NSW,10,40.0,7
1814,Male,10,Telecommunications,High Net Worth,No,20.0,NSW,1,42.0,6
1815,Female,45,Retail,Mass Customer,No,18.0,QLD,7,60.0,11
1816,Female,35,N/A,Mass Customer,No,3.0,VIC,9,22.0,1
1817,Male,27,Manufacturing,Mass Customer,No,2.0,NSW,12,27.0,9
1818,Female,96,N/A,Affluent Customer,No,3.0,NSW,6,34.0,8
1819,Female,11,Retail,Mass Customer,No,10.0,QLD,5,32.0,6
1820,Female,73,Financial Services,High Net Worth,Yes,9.0,QLD,7,42.0,4
1821,Female,24,N/A,Affluent Customer,No,9.0,QLD,9,47.0,7
1822,Female,52,Financial Services,High Net Worth,Yes,8.0,QLD,4,26.0,4
1823,Male,75,Manufacturing,Mass Customer,Yes,14.0,NSW,6,47.0,6
1824,Male,49,Manufacturing,Affluent Customer,Yes,4.0,VIC,10,28.0,4
1825,Male,17,Argiculture,High Net Worth,Yes,7.0,NSW,9,62.0,5
1826,Male,4,Retail,High Net Worth,Yes,19.0,QLD,8,61.0,6
1827,Male,16,Financial Services,Affluent Customer,No,21.0,NSW,10,43.0,5
1828,Male,13,Financial Services,High Net Worth,Yes,16.0,QLD,4,54.0,6
1829,Male,6,Health,Affluent Customer,No,10.0,QLD,1,65.0,6
1830,Male,4,Manufacturing,High Net Worth,No,5.0,NSW,8,53.0,7
1831,Male,50,N/A,High Net Worth,No,17.0,NSW,12,48.0,5
1832,Male,61,N/A,Affluent Customer,Yes,12.0,NSW,8,62.0,7
1833,Male,86,Manufacturing,Affluent Customer,No,10.0,NSW,9,56.0,6
1834,Female,6,Health,Mass Customer,No,6.0,QLD,6,29.0,3
1835,Female,19,Manufacturing,Mass Customer,Yes,17.0,NSW,12,50.0,7
1836,Male,18,Health,High Net Worth,Yes,11.0,NSW,8,37.0,9
1837,Female,35,IT,Affluent Customer,No,18.0,NSW,9,41.0,4
1838,Female,22,IT,Affluent Customer,Yes,8.0,VIC,9,55.0,11
1839,Female,67,Health,Mass Customer,Yes,1.0,NSW,10,18.0,4
1840,Male,98,Retail,Affluent Customer,No,11.0,NSW,7,47.0,5
1841,Male,89,Financial Services,Mass Customer,No,7.0,QLD,7,47.0,9
1842,Male,6,Retail,Mass Customer,Yes,19.0,NSW,8,30.0,7
1843,Female,48,Retail,High Net Worth,Yes,2.0,NSW,10,25.0,5
1844,Male,25,N/A,Mass Customer,No,5.0,QLD,4,52.0,7
1845,Male,86,Manufacturing,High Net Worth,Yes,17.0,VIC,8,44.0,4
1846,Female,53,Manufacturing,Mass Customer,No,15.0,VIC,11,45.0,5
1847,Male,13,N/A,High Net Worth,No,1.0,QLD,5,25.0,3
1848,Female,58,N/A,Mass Customer,Yes,1.0,QLD,3,23.0,7
1849,Female,67,Manufacturing,Affluent Customer,Yes,12.0,QLD,9,40.0,6
1850,Male,29,Retail,Affluent Customer,Yes,4.0,VIC,1,23.0,5
1851,Male,67,Financial Services,Affluent Customer,Yes,19.0,QLD,6,40.0,4
1852,Male,40,Argiculture,Affluent Customer,No,8.0,QLD,6,43.0,7
1853,Female,48,Financial Services,Mass Customer,Yes,4.0,VIC,9,55.0,5
1854,Male,8,N/A,High Net Worth,Yes,4.0,VIC,7,46.0,4
1855,Female,60,IT,High Net Worth,Yes,14.0,NSW,1,42.0,3
1856,Female,21,Manufacturing,Affluent Customer,No,15.0,NSW,6,66.0,9
1857,Male,69,Retail,Mass Customer,No,22.0,NSW,4,32.0,6
1858,Male,69,Health,High Net Worth,No,18.0,NSW,8,45.0,4
1859,Female,2,Financial Services,High Net Worth,Yes,6.0,NSW,8,56.0,6
1860,Female,32,Argiculture,Affluent Customer,Yes,13.0,NSW,7,35.0,6
1861,Female,20,Property,High Net Worth,Yes,14.0,NSW,2,61.0,3
1862,Male,22,Manufacturing,Mass Customer,No,3.0,QLD,7,40.0,2
1863,Male,36,Manufacturing,High Net Worth,No,7.0,NSW,2,27.0,9
1864,Female,36,Health,Mass Customer,Yes,17.0,NSW,6,46.0,13
1865,Male,72,Financial Services,Mass Customer,No,5.0,QLD,6,52.0,8
1866,Female,40,Health,Mass Customer,Yes,12.0,VIC,8,66.0,5
1867,Male,71,Retail,High Net Worth,Yes,7.0,NSW,4,25.0,7
1868,Female,7,Argiculture,Affluent Customer,Yes,8.0,NSW,4,47.0,7
1869,Male,40,Argiculture,Mass Customer,Yes,19.0,QLD,8,59.0,4
1870,Male,29,Financial Services,Mass Customer,No,13.0,NSW,1,32.0,1
1871,Female,70,N/A,Mass Customer,No,17.0,NSW,9,37.0,1
1872,Female,7,N/A,High Net Worth,Yes,5.0,VIC,7,50.0,3
1873,Male,52,Health,Mass Customer,No,9.0,VIC,9,50.0,4
1874,Female,94,N/A,Mass Customer,Yes,14.0,NSW,9,54.0,3
1875,Female,34,N/A,Mass Customer,Yes,7.0,QLD,7,38.0,7
1876,Male,72,Financial Services,High Net Worth,Yes,10.0,QLD,5,62.0,5
1877,Female,11,Manufacturing,Affluent Customer,Yes,8.0,VIC,10,45.0,5
1878,Male,2,Manufacturing,High Net Worth,Yes,13.0,NSW,9,42.0,2
1879,Female,79,Health,Affluent Customer,No,20.0,VIC,7,33.0,6
1880,Male,27,Manufacturing,High Net Worth,No,3.0,VIC,1,24.0,5
1881,Male,85,Health,Affluent Customer,No,6.0,QLD,5,46.0,3
1882,Female,98,Entertainment,Affluent Customer,Yes,3.0,VIC,7,43.0,8
1883,Male,72,Manufacturing,Affluent Customer,No,18.0,NSW,11,40.0,9
1884,Male,70,N/A,Affluent Customer,Yes,14.0,NSW,10,57.0,6
1885,Male,72,N/A,Mass Customer,No,9.0,NSW,8,45.0,6
1886,Female,36,Manufacturing,Mass Customer,Yes,12.0,VIC,1,56.0,8
1887,Male,69,Health,Mass Customer,No,19.0,NSW,3,46.0,7
1888,Male,81,N/A,Mass Customer,Yes,8.0,QLD,3,28.0,2
1889,Female,52,Manufacturing,High Net Worth,Yes,8.0,QLD,6,43.0,4
1890,Male,83,Entertainment,Mass Customer,No,2.0,QLD,8,28.0,4
1891,Male,0,Financial Services,High Net Worth,No,19.0,NSW,9,33.0,8
1892,Male,35,Financial Services,Affluent Customer,Yes,13.0,NSW,11,34.0,3
1893,Male,73,Argiculture,High Net Worth,Yes,8.0,VIC,8,40.0,5
1894,Male,88,N/A,High Net Worth,Yes,9.0,NSW,9,42.0,3
1895,Male,37,N/A,Mass Customer,No,8.0,NSW,9,61.0,13
1896,Female,66,Telecommunications,Affluent Customer,Yes,18.0,NSW,8,56.0,9
1897,Female,30,Entertainment,Mass Customer,No,11.0,NSW,7,56.0,5
1898,Female,9,Manufacturing,Mass Customer,No,7.0,NSW,7,66.0,7
1899,Male,27,Manufacturing,Affluent Customer,Yes,19.0,NSW,6,56.0,9
1900,Male,93,Manufacturing,Mass Customer,Yes,2.0,VIC,6,20.0,8
1901,Female,35,Health,Mass Customer,Yes,9.0,QLD,8,46.0,10
1902,Female,23,Financial Services,High Net Worth,No,12.0,VIC,12,42.0,7
1903,Male,88,Manufacturing,Affluent Customer,No,5.0,NSW,9,52.0,9
1904,Male,18,N/A,Mass Customer,No,11.0,NSW,9,39.0,3
1905,Male,36,Health,Affluent Customer,Yes,3.0,QLD,3,26.0,4
1906,Male,1,Property,Affluent Customer,No,4.0,VIC,10,42.0,10
1907,Female,62,N/A,Mass Customer,No,22.0,NSW,11,35.0,4
1908,Male,3,Health,Mass Customer,Yes,16.0,QLD,9,41.0,8
1909,Male,86,N/A,Mass Customer,Yes,10.0,QLD,8,42.0,4
1910,Female,10,N/A,Mass Customer,Yes,15.0,NSW,11,59.0,3
1911,Male,13,Retail,Mass Customer,Yes,22.0,NSW,4,42.0,2
1912,Male,81,Argiculture,Mass Customer,Yes,4.0,QLD,8,22.0,2
1913,Female,60,Financial Services,Affluent Customer,Yes,9.0,QLD,7,56.0,6
1914,Male,81,Retail,Mass Customer,Yes,3.0,NSW,9,46.0,5
1915,Male,75,Financial Services,High Net Worth,No,3.0,NSW,10,26.0,6
1916,Female,88,Manufacturing,Affluent Customer,Yes,17.0,NSW,9,34.0,6
1917,Female,31,Entertainment,Mass Customer,No,1.0,QLD,3,26.0,5
1918,Male,54,IT,Mass Customer,Yes,19.0,VIC,8,59.0,6
1919,Male,51,Manufacturing,Mass Customer,No,7.0,VIC,10,38.0,8
1920,Female,49,Manufacturing,Mass Customer,Yes,4.0,VIC,5,22.0,7
1921,Male,12,IT,Mass Customer,Yes,2.0,NSW,8,31.0,4
1922,Female,52,Financial Services,High Net Worth,No,5.0,NSW,10,40.0,4
1923,Male,67,N/A,Mass Customer,Yes,15.0,NSW,9,62.0,5
1924,Female,39,Health,Affluent Customer,No,4.0,QLD,9,54.0,2
1925,Female,84,Manufacturing,Mass Customer,No,11.0,VIC,7,45.0,6
1926,Female,28,Manufacturing,Mass Customer,Yes,5.0,NSW,8,42.0,4
1927,Female,53,Health,Mass Customer,No,16.0,VIC,9,65.0,3
1928,Male,98,Manufacturing,Mass Customer,Yes,11.0,QLD,2,60.0,5
1929,Male,97,Health,High Net Worth,Yes,7.0,NSW,8,28.0,8
1930,Male,62,N/A,Affluent Customer,No,12.0,NSW,10,34.0,3
1931,Female,80,Financial Services,High Net Worth,Yes,16.0,NSW,2,52.0,8
1932,Female,6,Entertainment,Affluent Customer,Yes,18.0,QLD,4,57.0,4
1933,Male,70,Health,Mass Customer,Yes,1.0,NSW,10,21.0,7
1934,Female,1,N/A,Mass Customer,Yes,16.0,NSW,10,41.0,7
1935,Female,53,Retail,Mass Customer,No,16.0,NSW,8,38.0,6
1936,Male,56,Health,Affluent Customer,No,8.0,NSW,12,64.0,4
1937,Male,27,Property,Mass Customer,No,8.0,VIC,5,63.0,8
1938,Female,46,Property,High Net Worth,Yes,17.0,NSW,6,47.0,4
1939,Male,35,Health,Mass Customer,Yes,8.0,NSW,10,26.0,10
1940,Female,28,Manufacturing,Mass Customer,Yes,3.0,NSW,10,24.0,10
1941,Male,82,N/A,High Net Worth,Yes,3.0,NSW,9,40.0,9
1942,Female,71,Manufacturing,High Net Worth,No,11.0,VIC,6,34.0,6
1943,Female,6,N/A,Mass Customer,Yes,11.0,QLD,9,51.0,6
1944,Male,4,Manufacturing,Mass Customer,No,4.0,QLD,8,34.0,7
1945,Male,57,N/A,Mass Customer,No,5.0,NSW,11,23.0,5
1946,Male,13,Manufacturing,High Net Worth,No,21.0,VIC,7,45.0,4
1947,Female,6,Manufacturing,Mass Customer,Yes,7.0,QLD,10,58.0,7
1948,Female,21,Manufacturing,Mass Customer,Yes,3.0,NSW,4,42.0,8
1949,Female,55,Financial Services,Mass Customer,No,12.0,NSW,6,49.0,3
1950,Female,80,Manufacturing,High Net Worth,Yes,8.0,QLD,7,58.0,2
1951,Male,16,Manufacturing,Affluent Customer,Yes,10.0,NSW,1,57.0,5
1952,Female,41,Manufacturing,High Net Worth,No,17.0,VIC,10,42.0,6
1953,Female,33,Property,High Net Worth,Yes,2.0,NSW,4,20.0,5
1954,Male,8,Manufacturing,Mass Customer,Yes,15.0,NSW,8,50.0,4
1955,Male,77,Financial Services,Mass Customer,Yes,3.0,QLD,2,27.0,7
1956,Female,19,Health,Affluent Customer,Yes,19.0,NSW,8,60.0,7
1957,Male,88,Manufacturing,High Net Worth,Yes,7.0,NSW,11,46.0,5
1958,Male,68,Manufacturing,High Net Worth,Yes,12.0,NSW,12,42.0,3
1959,Female,55,Health,High Net Worth,No,4.0,NSW,8,48.0,5
1960,Female,99,Health,Affluent Customer,Yes,19.0,NSW,8,25.0,10
1961,Female,49,Manufacturing,Mass Customer,Yes,8.0,NSW,10,30.0,7
1962,Female,6,Health,Affluent Customer,No,7.0,NSW,9,46.0,6
1963,Female,89,Retail,Affluent Customer,Yes,1.0,NSW,11,21.0,6
1964,Male,67,Financial Services,Affluent Customer,Yes,6.0,NSW,11,25.0,6
1965,Male,80,Financial Services,Affluent Customer,No,12.0,NSW,11,57.0,7
1966,Female,48,Entertainment,High Net Worth,No,17.0,QLD,2,66.0,9
1967,Female,50,Property,Affluent Customer,Yes,14.0,VIC,8,49.0,7
1968,Male,79,IT,Affluent Customer,No,7.0,NSW,7,38.0,5
1969,Male,15,N/A,High Net Worth,No,10.0,NSW,7,49.0,10
1970,Female,69,IT,Mass Customer,Yes,2.0,QLD,3,20.0,6
1971,Male,59,N/A,Mass Customer,Yes,3.0,QLD,9,38.0,4
1972,Female,62,Property,Mass Customer,Yes,7.0,NSW,7,32.0,4
1973,Male,89,N/A,High Net Worth,No,10.0,NSW,10,56.0,7
1974,Female,25,Retail,Affluent Customer,Yes,18.0,NSW,8,43.0,7
1975,Male,10,Manufacturing,Mass Customer,No,7.0,QLD,8,28.0,9
1976,Male,3,Property,High Net Worth,No,15.0,VIC,7,59.0,4
1977,Male,99,N/A,Mass Customer,No,12.0,VIC,8,33.0,4
1978,Male,98,Property,Mass Customer,Yes,9.0,NSW,8,37.0,2
1979,Male,36,Health,High Net Worth,No,10.0,NSW,10,49.0,7
1980,Female,87,Manufacturing,Mass Customer,No,8.0,NSW,11,46.0,6
1981,Male,40,Health,Mass Customer,No,19.0,NSW,7,41.0,4
1982,Female,11,N/A,Mass Customer,No,17.0,NSW,10,43.0,12
1983,Male,19,IT,Mass Customer,No,6.0,NSW,3,31.0,4
1984,Female,9,Financial Services,Mass Customer,Yes,5.0,VIC,2,60.0,4
1985,Female,38,IT,High Net Worth,Yes,7.0,NSW,8,42.0,5
1986,Male,25,Retail,Affluent Customer,Yes,12.0,QLD,9,51.0,2
1987,Male,52,Financial Services,Mass Customer,No,17.0,NSW,9,62.0,6
1988,Male,65,Health,Mass Customer,No,17.0,VIC,4,52.0,3
1989,Female,67,N/A,Mass Customer,No,7.0,QLD,6,43.0,5
1990,Female,84,Health,Mass Customer,Yes,1.0,NSW,12,22.0,5
1991,Female,15,Financial Services,High Net Worth,No,15.0,NSW,11,36.0,9
1992,Female,3,N/A,Mass Customer,Yes,13.0,NSW,8,61.0,9
1993,Female,45,Financial Services,Affluent Customer,Yes,21.0,QLD,7,45.0,2
1994,Female,22,Financial Services,High Net Worth,No,13.0,NSW,8,60.0,7
1995,Male,21,Manufacturing,High Net Worth,No,5.0,NSW,8,58.0,6
1996,Female,22,N/A,Mass Customer,Yes,5.0,NSW,10,66.0,4
1997,Female,8,Manufacturing,Affluent Customer,No,20.0,NSW,12,61.0,6
1998,Male,5,Retail,Mass Customer,Yes,8.0,QLD,3,64.0,9
1999,Male,7,Financial Services,Affluent Customer,Yes,11.0,QLD,7,42.0,6
2000,Male,12,Manufacturing,Mass Customer,Yes,22.0,NSW,11,25.0,4
2001,Male,46,Retail,High Net Worth,No,7.0,NSW,3,39.0,9
2002,Female,65,Property,High Net Worth,No,22.0,NSW,8,34.0,2
2003,Female,99,Manufacturing,Affluent Customer,Yes,15.0,VIC,8,60.0,6
2004,Female,99,Argiculture,High Net Worth,No,7.0,QLD,1,42.0,7
2005,Female,21,N/A,High Net Worth,No,12.0,VIC,10,43.0,4
2006,Female,17,Financial Services,Mass Customer,No,17.0,VIC,9,61.0,11
2007,Female,71,Manufacturing,High Net Worth,No,4.0,QLD,4,37.0,6
2008,Male,67,Retail,Mass Customer,No,18.0,QLD,7,44.0,5
2009,Male,55,Health,Affluent Customer,No,16.0,VIC,12,57.0,5
2010,Male,99,Health,Mass Customer,Yes,18.0,QLD,3,51.0,5
2011,Male,66,Retail,Mass Customer,Yes,12.0,NSW,9,42.0,4
2012,Male,91,Health,High Net Worth,Yes,12.0,NSW,9,50.0,5
2013,Male,81,Health,Mass Customer,No,17.0,NSW,10,41.0,8
2014,Female,23,N/A,High Net Worth,No,8.0,NSW,1,64.0,5
2015,Female,0,N/A,Mass Customer,No,8.0,NSW,7,38.0,9
2016,Female,69,N/A,Mass Customer,No,10.0,VIC,10,42.0,7
2017,Female,30,Financial Services,Mass Customer,Yes,9.0,VIC,9,60.0,13
2018,Female,87,Manufacturing,High Net Worth,Yes,10.0,VIC,8,46.0,8
2019,Female,95,Manufacturing,Mass Customer,No,8.0,QLD,4,47.0,4
2020,Female,73,Manufacturing,Mass Customer,Yes,5.0,VIC,9,51.0,8
2021,Female,67,Financial Services,Mass Customer,Yes,7.0,QLD,8,28.0,3
2022,Female,15,Manufacturing,Mass Customer,No,3.0,NSW,9,31.0,6
2023,Female,49,N/A,High Net Worth,No,11.0,NSW,10,64.0,3
2024,Female,15,N/A,High Net Worth,No,17.0,NSW,11,61.0,6
2025,Female,69,Financial Services,Mass Customer,No,13.0,NSW,12,48.0,5
2026,Female,38,Health,Affluent Customer,Yes,19.0,NSW,1,40.0,7
2027,Female,5,N/A,Mass Customer,No,4.0,NSW,3,40.0,9
2028,Female,6,IT,Mass Customer,Yes,17.0,QLD,2,33.0,3
2029,Female,83,Health,Mass Customer,No,11.0,VIC,7,64.0,3
2030,Male,68,Financial Services,High Net Worth,No,1.0,NSW,7,23.0,3
2031,Male,76,IT,Mass Customer,Yes,15.0,VIC,7,51.0,5
2032,Male,2,Financial Services,Mass Customer,Yes,14.0,QLD,7,50.0,7
2033,Male,93,Financial Services,High Net Worth,No,15.0,NSW,9,62.0,2
2034,Male,63,Financial Services,Mass Customer,Yes,17.0,NSW,9,55.0,2
2035,Female,27,Argiculture,Mass Customer,No,9.0,NSW,3,40.0,3
2036,Male,14,Manufacturing,High Net Worth,No,18.0,VIC,7,42.0,5
2037,Male,94,Financial Services,High Net Worth,No,2.0,NSW,4,21.0,6
2038,Male,15,N/A,Mass Customer,No,16.0,QLD,6,36.0,5
2039,Female,69,Manufacturing,Affluent Customer,No,8.0,VIC,9,30.0,10
2040,Female,74,Telecommunications,High Net Worth,Yes,12.0,NSW,8,51.0,5
2041,Male,38,Telecommunications,Mass Customer,No,21.0,QLD,9,32.0,6
2042,Female,82,Health,High Net Worth,No,16.0,QLD,2,50.0,6
2043,Male,40,Financial Services,High Net Worth,Yes,19.0,NSW,8,60.0,7
2044,Male,34,IT,Mass Customer,No,14.0,VIC,9,42.0,5
2045,Female,71,N/A,Mass Customer,Yes,2.0,VIC,2,22.0,10
2046,Male,80,N/A,Affluent Customer,No,5.0,NSW,12,44.0,7
2047,Male,94,Financial Services,Affluent Customer,No,18.0,NSW,6,44.0,10
2048,Female,31,Financial Services,Mass Customer,No,11.0,QLD,1,41.0,8
2049,Male,29,Health,High Net Worth,Yes,6.0,VIC,7,48.0,5
2050,Male,91,Financial Services,High Net Worth,Yes,13.0,NSW,10,50.0,4
2051,Female,2,IT,Affluent Customer,Yes,4.0,QLD,4,28.0,2
2052,Female,41,Property,Mass Customer,Yes,18.0,QLD,3,34.0,3
2053,Female,14,Health,High Net Worth,Yes,18.0,NSW,8,55.0,8
2054,Male,29,Manufacturing,High Net Worth,No,14.0,QLD,6,47.0,7
2055,Male,98,Property,Affluent Customer,Yes,12.0,NSW,9,46.0,9
2056,Female,64,Financial Services,Mass Customer,Yes,6.0,NSW,8,27.0,4
2057,Female,91,Manufacturing,Affluent Customer,No,17.0,QLD,6,48.0,4
2058,Male,78,Argiculture,High Net Worth,No,19.0,NSW,11,65.0,6
2059,Male,17,Health,Mass Customer,Yes,17.0,VIC,4,45.0,2
2060,Male,81,Financial Services,Affluent Customer,Yes,9.0,VIC,9,41.0,4
2061,Male,76,Health,Affluent Customer,No,3.0,NSW,12,25.0,5
2062,Male,29,N/A,High Net Worth,No,7.0,NSW,8,42.0,6
2063,Female,51,Financial Services,Mass Customer,No,17.0,QLD,5,35.0,4
2064,Male,80,Manufacturing,Mass Customer,No,1.0,NSW,8,23.0,8
2065,Female,35,Financial Services,Mass Customer,Yes,22.0,VIC,8,31.0,9
2066,Male,85,Health,High Net Worth,Yes,11.0,VIC,10,47.0,3
2067,Female,36,Manufacturing,Affluent Customer,No,2.0,QLD,10,27.0,6
2068,Male,17,Retail,High Net Worth,No,18.0,VIC,8,42.0,6
2069,Female,9,Financial Services,High Net Worth,No,18.0,NSW,8,45.0,6
2070,Male,65,Health,Mass Customer,Yes,17.0,NSW,1,62.0,4
2071,Female,66,Manufacturing,Mass Customer,No,7.0,VIC,12,46.0,5
2072,Male,31,Property,Affluent Customer,Yes,16.0,NSW,10,43.0,2
2073,Male,26,Manufacturing,High Net Worth,No,3.0,NSW,9,39.0,2
2074,Female,95,Property,High Net Worth,Yes,16.0,NSW,2,30.0,8
2075,Female,12,N/A,Mass Customer,Yes,7.0,NSW,8,49.0,6
2076,Female,16,Financial Services,High Net Worth,Yes,22.0,NSW,9,35.0,8
2077,Female,44,Financial Services,High Net Worth,No,3.0,NSW,1,22.0,5
2078,Male,16,Manufacturing,Affluent Customer,No,2.0,VIC,3,20.0,5
2079,Male,97,N/A,Mass Customer,Yes,15.0,NSW,12,39.0,1
2080,Female,21,Health,High Net Worth,Yes,5.0,NSW,9,55.0,4
2081,Female,46,Manufacturing,Affluent Customer,No,5.0,QLD,9,49.0,4
2082,Female,23,Manufacturing,High Net Worth,No,15.0,NSW,8,41.0,8
2083,Female,87,IT,Affluent Customer,Yes,7.0,VIC,7,38.0,5
2084,Male,59,Telecommunications,High Net Worth,No,21.0,QLD,1,43.0,8
2085,Female,50,Financial Services,High Net Worth,Yes,4.0,NSW,10,56.0,4
2086,Female,61,N/A,Affluent Customer,No,7.0,QLD,3,41.0,7
2087,Male,53,N/A,High Net Worth,Yes,10.0,NSW,8,56.0,5
2088,Female,12,Property,Mass Customer,Yes,9.0,NSW,4,42.0,8
2089,Female,44,Entertainment,Affluent Customer,Yes,19.0,NSW,8,60.0,1
2090,Male,75,N/A,Mass Customer,No,13.0,NSW,10,53.0,2
2091,Male,42,N/A,High Net Worth,Yes,1.0,NSW,8,21.0,3
2092,Female,78,Manufacturing,Mass Customer,Yes,15.0,VIC,6,31.0,4
2093,Female,26,N/A,High Net Worth,No,6.0,NSW,10,42.0,9
2094,Male,75,Retail,Affluent Customer,Yes,8.0,QLD,7,61.0,6
2095,Male,9,Entertainment,Affluent Customer,No,6.0,QLD,3,33.0,7
2096,Female,40,Manufacturing,Mass Customer,Yes,19.0,VIC,10,51.0,9
2097,Male,22,Financial Services,Mass Customer,No,10.0,QLD,5,33.0,7
2098,Female,86,Manufacturing,High Net Worth,No,6.0,NSW,9,40.0,6
2099,Female,24,N/A,Mass Customer,No,14.0,VIC,3,56.0,12
2100,Male,96,Retail,Mass Customer,Yes,18.0,NSW,1,43.0,6
2101,Female,52,Property,Mass Customer,No,19.0,QLD,8,42.0,2
2102,Male,11,Entertainment,Mass Customer,No,6.0,NSW,9,59.0,5
2103,Male,19,N/A,High Net Worth,Yes,6.0,QLD,4,56.0,5
2104,Female,64,Health,Mass Customer,Yes,15.0,VIC,8,49.0,6
2105,Male,35,Financial Services,Mass Customer,No,4.0,VIC,10,22.0,5
2106,Male,49,Financial Services,High Net Worth,Yes,10.0,NSW,8,46.0,4
2107,Male,41,N/A,Mass Customer,Yes,6.0,NSW,10,23.0,4
2108,Female,12,Financial Services,Mass Customer,Yes,18.0,NSW,9,47.0,7
2109,Female,78,Property,Mass Customer,No,16.0,NSW,6,35.0,6
2110,Female,31,Entertainment,Mass Customer,No,1.0,NSW,8,23.0,6
2111,Male,83,Financial Services,Mass Customer,Yes,17.0,QLD,5,45.0,3
2112,Male,80,Financial Services,Mass Customer,No,18.0,NSW,4,41.0,6
2113,Male,27,Manufacturing,Affluent Customer,No,6.0,NSW,12,57.0,6
2114,Female,21,Health,High Net Worth,No,10.0,NSW,9,50.0,6
2115,Male,6,Health,Affluent Customer,Yes,13.0,NSW,10,41.0,4
2116,Female,27,IT,Mass Customer,Yes,22.0,NSW,2,43.0,4
2117,Male,32,Argiculture,High Net Worth,No,11.0,VIC,6,57.0,6
2118,Male,23,Health,Mass Customer,No,13.0,VIC,8,34.0,4
2119,Female,79,Property,High Net Worth,Yes,12.0,NSW,5,57.0,3
2120,Male,35,Health,Mass Customer,No,9.0,NSW,7,42.0,5
2121,Female,20,Retail,Mass Customer,No,12.0,QLD,8,66.0,4
2122,Male,15,Manufacturing,Mass Customer,No,17.0,VIC,10,60.0,7
2123,Male,98,N/A,High Net Worth,Yes,13.0,VIC,10,60.0,5
2124,Male,99,IT,Mass Customer,Yes,8.0,NSW,11,46.0,8
2125,Male,47,Entertainment,High Net Worth,Yes,16.0,QLD,7,53.0,8
2126,Female,61,Manufacturing,Mass Customer,Yes,7.0,QLD,4,48.0,14
